,date,open,high,low,close,volume,average,barCount
7622,2024-02-18 23:07:00,18228.0,18228.0,18228.0,18228.0,10.0,18228.0,1
7623,2024-02-18 23:08:00,18228.0,18228.0,18228.0,18228.0,0.0,18228.0,0
7624,2024-02-18 23:09:00,18228.0,18228.0,18228.0,18228.0,0.0,18228.0,0
7625,2024-02-18 23:10:00,18228.0,18228.0,18228.0,18228.0,0.0,18228.0,0
7626,2024-02-18 23:11:00,18228.0,18228.0,18228.0,18228.0,0.0,18228.0,0
7627,2024-02-18 23:12:00,18228.0,18228.0,18228.0,18228.0,0.0,18228.0,0
7628,2024-02-18 23:13:00,18228.0,18228.0,18228.0,18228.0,0.0,18228.0,0
7629,2024-02-18 23:14:00,18228.0,18228.0,18228.0,18228.0,0.0,18228.0,0
7630,2024-02-18 23:15:00,18228.0,18228.0,18228.0,18228.0,0.0,18228.0,0
7631,2024-02-18 23:16:00,18228.0,18228.0,18228.0,18228.0,0.0,18228.0,0
7632,2024-02-18 23:17:00,18228.0,18228.0,18228.0,18228.0,0.0,18228.0,0
7633,2024-02-18 23:18:00,18228.0,18228.0,18228.0,18228.0,0.0,18228.0,0
7634,2024-02-18 23:19:00,18207.75,18207.75,18207.75,18207.75,1.0,18207.75,1
7635,2024-02-18 23:20:00,18207.75,18207.75,18207.75,18207.75,0.0,18207.75,0
7636,2024-02-18 23:21:00,18207.75,18207.75,18207.75,18207.75,0.0,18207.75,0
7637,2024-02-18 23:22:00,18207.75,18207.75,18207.75,18207.75,0.0,18207.75,0
7638,2024-02-18 23:23:00,18207.75,18207.75,18207.75,18207.75,0.0,18207.75,0
7639,2024-02-18 23:24:00,18207.75,18207.75,18207.75,18207.75,0.0,18207.75,0
7640,2024-02-18 23:25:00,18207.75,18207.75,18207.75,18207.75,0.0,18207.75,0
7641,2024-02-18 23:26:00,18207.75,18207.75,18207.75,18207.75,0.0,18207.75,0
7642,2024-02-18 23:27:00,18207.75,18207.75,18207.75,18207.75,0.0,18207.75,0
7643,2024-02-18 23:28:00,18207.75,18207.75,18207.75,18207.75,0.0,18207.75,0
7644,2024-02-18 23:29:00,18207.75,18207.75,18207.75,18207.75,0.0,18207.75,0
7645,2024-02-18 23:30:00,18207.75,18207.75,18207.75,18207.75,0.0,18207.75,0
7646,2024-02-18 23:31:00,18207.75,18207.75,18207.75,18207.75,0.0,18207.75,0
7647,2024-02-18 23:32:00,18207.75,18207.75,18207.75,18207.75,0.0,18207.75,0
7648,2024-02-18 23:33:00,18207.75,18207.75,18207.75,18207.75,0.0,18207.75,0
7649,2024-02-18 23:34:00,18207.75,18207.75,18207.75,18207.75,0.0,18207.75,0
7650,2024-02-18 23:35:00,18207.75,18207.75,18207.75,18207.75,0.0,18207.75,0
7651,2024-02-18 23:36:00,18207.75,18207.75,18207.75,18207.75,0.0,18207.75,0
7652,2024-02-18 23:37:00,18207.75,18207.75,18207.75,18207.75,0.0,18207.75,0
7653,2024-02-18 23:38:00,18207.75,18207.75,18207.75,18207.75,0.0,18207.75,0
7654,2024-02-18 23:39:00,18207.75,18207.75,18207.75,18207.75,0.0,18207.75,0
7655,2024-02-18 23:40:00,18207.75,18207.75,18207.75,18207.75,0.0,18207.75,0
7656,2024-02-18 23:41:00,18207.75,18207.75,18207.75,18207.75,0.0,18207.75,0
7657,2024-02-18 23:42:00,18207.75,18207.75,18207.75,18207.75,0.0,18207.75,0
7658,2024-02-18 23:43:00,18207.75,18207.75,18207.75,18207.75,0.0,18207.75,0
7659,2024-02-18 23:44:00,18207.75,18207.75,18207.75,18207.75,0.0,18207.75,0
7660,2024-02-18 23:45:00,18207.75,18207.75,18207.75,18207.75,0.0,18207.75,0
7661,2024-02-18 23:46:00,18207.75,18207.75,18207.75,18207.75,0.0,18207.75,0
7662,2024-02-18 23:47:00,18207.75,18207.75,18207.75,18207.75,0.0,18207.75,0
7663,2024-02-18 23:48:00,18207.75,18207.75,18207.75,18207.75,0.0,18207.75,0
7664,2024-02-18 23:49:00,18207.75,18207.75,18207.75,18207.75,0.0,18207.75,0
7665,2024-02-18 23:50:00,18207.75,18207.75,18207.75,18207.75,0.0,18207.75,0
7666,2024-02-18 23:51:00,18207.75,18207.75,18207.75,18207.75,0.0,18207.75,0
7667,2024-02-18 23:52:00,18207.75,18207.75,18207.75,18207.75,0.0,18207.75,0
7668,2024-02-18 23:53:00,18207.75,18207.75,18207.75,18207.75,0.0,18207.75,0
7669,2024-02-18 23:54:00,18207.75,18207.75,18207.75,18207.75,0.0,18207.75,0
7670,2024-02-18 23:55:00,18207.75,18207.75,18207.75,18207.75,0.0,18207.75,0
7671,2024-02-18 23:56:00,18207.75,18207.75,18207.75,18207.75,0.0,18207.75,0
7672,2024-02-18 23:57:00,18207.75,18207.75,18207.75,18207.75,0.0,18207.75,0
7673,2024-02-18 23:58:00,18207.75,18207.75,18207.75,18207.75,0.0,18207.75,0
7674,2024-02-18 23:59:00,18207.75,18207.75,18207.75,18207.75,0.0,18207.75,0
7617,2024-02-19 23:55:00,18184.25,18184.25,18184.25,18184.25,1.0,18184.25,1
7618,2024-02-19 23:56:00,18184.25,18184.25,18184.25,18184.25,0.0,18184.25,0
7619,2024-02-19 23:57:00,18184.25,18184.25,18184.25,18184.25,0.0,18184.25,0
7620,2024-02-19 23:58:00,18184.25,18184.25,18184.25,18184.25,0.0,18184.25,0
7621,2024-02-19 23:59:00,18184.25,18184.25,18184.25,18184.25,0.0,18184.25,0
7557,2024-02-21 23:00:00,18150.0,18150.0,18150.0,18150.0,5.0,18150.0,2
7558,2024-02-21 23:01:00,18148.5,18148.5,18148.5,18148.5,1.0,18148.5,1
7559,2024-02-21 23:02:00,18148.5,18148.5,18148.5,18148.5,0.0,18148.5,0
7560,2024-02-21 23:03:00,18148.5,18148.5,18148.5,18148.5,0.0,18148.5,0
7561,2024-02-21 23:04:00,18148.5,18148.5,18148.5,18148.5,0.0,18148.5,0
7562,2024-02-21 23:05:00,18148.5,18148.5,18148.5,18148.5,0.0,18148.5,0
7563,2024-02-21 23:06:00,18136.25,18136.25,18136.25,18136.25,1.0,18136.25,1
7564,2024-02-21 23:07:00,18136.25,18136.25,18136.25,18136.25,0.0,18136.25,0
7565,2024-02-21 23:08:00,18136.25,18136.25,18136.25,18136.25,0.0,18136.25,0
7566,2024-02-21 23:09:00,18136.25,18136.25,18136.25,18136.25,0.0,18136.25,0
7567,2024-02-21 23:10:00,18136.25,18136.25,18136.25,18136.25,0.0,18136.25,0
7568,2024-02-21 23:11:00,18136.25,18136.25,18136.25,18136.25,0.0,18136.25,0
7569,2024-02-21 23:12:00,18119.25,18119.25,18119.25,18119.25,1.0,18119.25,1
7570,2024-02-21 23:13:00,18119.25,18119.25,18119.25,18119.25,0.0,18119.25,0
7571,2024-02-21 23:14:00,18119.25,18119.25,18119.25,18119.25,0.0,18119.25,0
7572,2024-02-21 23:15:00,18119.25,18119.25,18119.25,18119.25,0.0,18119.25,0
7573,2024-02-21 23:16:00,18119.25,18119.25,18119.25,18119.25,0.0,18119.25,0
7574,2024-02-21 23:17:00,18119.25,18119.25,18119.25,18119.25,0.0,18119.25,0
7575,2024-02-21 23:18:00,18119.25,18119.25,18119.25,18119.25,0.0,18119.25,0
7576,2024-02-21 23:19:00,18119.25,18119.25,18119.25,18119.25,0.0,18119.25,0
7577,2024-02-21 23:20:00,18119.25,18119.25,18119.25,18119.25,0.0,18119.25,0
7578,2024-02-21 23:21:00,18119.25,18119.25,18119.25,18119.25,0.0,18119.25,0
7579,2024-02-21 23:22:00,18119.25,18119.25,18119.25,18119.25,0.0,18119.25,0
7580,2024-02-21 23:23:00,18119.25,18119.25,18119.25,18119.25,0.0,18119.25,0
7581,2024-02-21 23:24:00,18119.25,18119.25,18119.25,18119.25,0.0,18119.25,0
7582,2024-02-21 23:25:00,18119.25,18119.25,18119.25,18119.25,0.0,18119.25,0
7583,2024-02-21 23:26:00,18119.25,18119.25,18119.25,18119.25,0.0,18119.25,0
7584,2024-02-21 23:27:00,18119.25,18119.25,18119.25,18119.25,0.0,18119.25,0
7585,2024-02-21 23:28:00,18119.25,18119.25,18119.25,18119.25,0.0,18119.25,0
7586,2024-02-21 23:29:00,18119.25,18119.25,18119.25,18119.25,0.0,18119.25,0
7587,2024-02-21 23:30:00,18119.25,18119.25,18119.25,18119.25,0.0,18119.25,0
7588,2024-02-21 23:31:00,18119.25,18119.25,18119.25,18119.25,0.0,18119.25,0
7589,2024-02-21 23:32:00,18119.25,18119.25,18119.25,18119.25,0.0,18119.25,0
7590,2024-02-21 23:33:00,18119.25,18119.25,18119.25,18119.25,0.0,18119.25,0
7591,2024-02-21 23:34:00,18119.25,18119.25,18119.25,18119.25,0.0,18119.25,0
7592,2024-02-21 23:35:00,18119.25,18119.25,18119.25,18119.25,0.0,18119.25,0
7593,2024-02-21 23:36:00,18119.25,18119.25,18119.25,18119.25,0.0,18119.25,0
7594,2024-02-21 23:37:00,18119.25,18119.25,18119.25,18119.25,0.0,18119.25,0
7595,2024-02-21 23:38:00,18119.25,18119.25,18119.25,18119.25,0.0,18119.25,0
7596,2024-02-21 23:39:00,18119.25,18119.25,18119.25,18119.25,0.0,18119.25,0
7597,2024-02-21 23:40:00,18119.25,18119.25,18119.25,18119.25,0.0,18119.25,0
7598,2024-02-21 23:41:00,18119.25,18119.25,18119.25,18119.25,0.0,18119.25,0
7599,2024-02-21 23:42:00,18119.25,18119.25,18119.25,18119.25,0.0,18119.25,0
7600,2024-02-21 23:43:00,18119.25,18119.25,18119.25,18119.25,0.0,18119.25,0
7601,2024-02-21 23:44:00,18119.25,18119.25,18119.25,18119.25,0.0,18119.25,0
7602,2024-02-21 23:45:00,18119.25,18119.25,18119.25,18119.25,0.0,18119.25,0
7603,2024-02-21 23:46:00,18119.25,18119.25,18119.25,18119.25,0.0,18119.25,0
7604,2024-02-21 23:47:00,18119.25,18119.25,18119.25,18119.25,0.0,18119.25,0
7605,2024-02-21 23:48:00,18119.25,18119.25,18119.25,18119.25,0.0,18119.25,0
7606,2024-02-21 23:49:00,18119.25,18119.25,18119.25,18119.25,0.0,18119.25,0
7607,2024-02-21 23:50:00,18119.25,18119.25,18119.25,18119.25,0.0,18119.25,0
7608,2024-02-21 23:51:00,18119.25,18119.25,18119.25,18119.25,0.0,18119.25,0
